timestamp,long_ret,short_ret,ls_ret_5d,n_long,n_short,daily_ret_gross,daily_ret_net,daily_cost
2016-01-04,0.03298406400954294,-0.04945640415429116,0.04122023408191705,5,5,0.00824404681638341,0.00800404681638341,0.00023999999999999998
2016-01-05,-0.04075716588200449,-0.06415645883677334,0.011699646477384428,5,5,0.0023399292954768857,0.0020999292954768855,0.00023999999999999998
2016-01-06,-0.02810840950342288,-0.05906703383446479,0.015479312165520953,5,5,0.0030958624331041905,0.0028558624331041903,0.00023999999999999998
2016-01-07,-0.0338417211342575,0.0052938384496625576,-0.01956777979196003,5,5,-0.0039135559583920055,-0.004153555958392005,0.00023999999999999998
2016-01-08,-0.04980123155896652,0.04314880815756641,-0.046475019858266464,5,5,-0.009295003971653292,-0.009535003971653293,0.00023999999999999998
2016-01-11,-0.025374112455381237,0.03220325424946828,-0.02878868335242476,5,5,-0.005757736670484952,-0.0059977366704849515,0.00023999999999999998
2016-01-12,-0.02004318307625106,0.03402463616050455,-0.027033909618377806,5,5,-0.005406781923675561,-0.0056467819236755605,0.00023999999999999998
2016-01-13,-0.08554230473477893,0.030677835092260963,-0.05811006991351995,5,5,-0.01162201398270399,-0.01186201398270399,0.00023999999999999998
2016-01-14,-0.03905287962753512,0.0489540220148907,-0.04400345082121291,5,5,-0.008800690164242581,-0.009040690164242582,0.00023999999999999998
2016-01-15,0.00456830433914357,0.02371567932133072,-0.009573687491093575,5,5,-0.0019147374982187149,-0.002154737498218715,0.00023999999999999998
2016-01-18,0.012002436127996119,0.021937440730243795,-0.004967502301123838,5,5,-0.0009935004602247676,-0.0012335004602247676,0.00023999999999999998
2016-01-19,0.025104293082943107,0.11754888754622565,-0.04622229723164127,5,5,-0.009244459446328254,-0.009484459446328255,0.00023999999999999998
2016-01-20,0.03177205579672142,0.16194610848921093,-0.06508702634624475,5,5,-0.013017405269248949,-0.01325740526924895,0.00023999999999999998
2016-01-21,0.0335151287417776,0.13067129251142545,-0.048578081884823925,5,5,-0.009715616376964786,-0.009955616376964786,0.00023999999999999998
2016-01-22,0.11990571120300189,0.07220554782966837,0.02385008168666676,5,5,0.004770016337333352,0.004530016337333353,0.00023999999999999998
2016-01-25,0.15871539872925725,0.1620919423624283,-0.0016882718165855265,5,5,-0.0003376543633171053,-0.0005776543633171053,0.00023999999999999998
2016-01-26,-0.00018729325072512902,0.013250326886121933,-0.006718810068423531,5,5,-0.0013437620136847062,-0.0015837620136847062,0.00023999999999999998
2016-01-27,-0.00277882367031137,0.10452620324540689,-0.05365251345785913,5,5,-0.010730502691571827,-0.010970502691571828,0.00023999999999999998
2016-01-28,0.007877240338733027,0.1943242786357297,-0.09322351914849834,5,5,-0.01864470382969967,-0.01888470382969967,0.00023999999999999998
2016-01-29,0.06678735838226649,0.08463978007704283,-0.00892621084738817,5,5,-0.001785242169477634,-0.002025242169477634,0.00023999999999999998
2016-02-01,0.016462133920769274,0.1448359392266613,-0.064186902652946,5,5,-0.012837380530589202,-0.013077380530589202,0.00023999999999999998
2016-02-02,0.04028211562485382,0.057838734734302635,-0.008778309554724407,5,5,-0.0017556619109448813,-0.0019956619109448813,0.00023999999999999998
2016-02-03,0.007215269256265833,0.07113317744735725,-0.03195895409554571,5,5,-0.006391790819109141,-0.006631790819109141,0.00023999999999999998
2016-02-04,-0.0698978387728734,-0.029322664405093523,-0.020287587183889934,5,5,-0.004057517436777987,-0.004297517436777987,0.00023999999999999998
2016-02-05,-0.049032759554239844,-0.0029216030613065324,-0.023055578246466656,5,5,-0.004611115649293332,-0.004851115649293331,0.00023999999999999998
2016-02-08,-0.02332112401075872,0.03727534961464278,-0.03029823681270075,5,5,-0.00605964736254015,-0.00629964736254015,0.00023999999999999998
2016-02-09,0.06313048532169367,0.031231487736981013,0.01594949879235633,5,5,0.0031898997584712658,0.0029498997584712656,0.00023999999999999998
2016-02-10,0.0907791382866678,0.10370813613490792,-0.006464498924120064,5,5,-0.0012928997848240128,-0.0015328997848240127,0.00023999999999999998
2016-02-11,0.08247118332281031,0.20433305780563113,-0.06093093724141041,5,5,-0.012186187448282083,-0.012426187448282083,0.00023999999999999998
2016-02-12,-0.001518196946142858,0.05448161991935274,-0.0279999084327478,5,5,-0.00559998168654956,-0.0058399816865495596,0.00023999999999999998
2016-02-15,0.054971494180222846,-0.0144838889798379,0.034727691580030376,5,5,0.006945538316006075,0.006705538316006075,0.00023999999999999998
2016-02-16,0.040999014667505954,-0.016628272588373495,0.028813643627939724,5,5,0.005762728725587945,0.005522728725587945,0.00023999999999999998
2016-02-17,0.004187657109735033,0.007909096185230368,-0.0018607195377476678,5,5,-0.0003721439075495336,-0.0006121439075495336,0.00023999999999999998
2016-02-18,-0.016036649420229976,0.04703617155301345,-0.031536410486621716,5,5,-0.006307282097324343,-0.006547282097324343,0.00023999999999999998
2016-02-19,0.006041864527107399,-0.004842402507686816,0.005442133517397108,5,5,0.0010884267034794216,0.0008484267034794216,0.00023999999999999998
2016-02-22,-0.005201736040307136,0.07522026746625694,-0.04021100175328204,5,5,-0.008042200350656408,-0.008282200350656408,0.00023999999999999998
2016-02-23,0.005261399066704841,0.08119104399976156,-0.03796482246652836,5,5,-0.007592964493305672,-0.007832964493305672,0.00023999999999999998
2016-02-24,0.06923448245241985,0.11206902916409316,-0.021417273355836652,5,5,-0.004283454671167331,-0.004523454671167331,0.00023999999999999998
2016-02-25,0.046144331579262454,0.142461861837932,-0.04815876512933477,5,5,-0.009631753025866954,-0.009871753025866955,0.00023999999999999998
2016-02-26,0.07321499778286655,0.0985288232476278,-0.01265691273238062,5,5,-0.0025313825464761243,-0.002771382546476124,0.00023999999999999998
2016-02-29,0.07369681342996248,0.1394255463804511,-0.03286436647524431,5,5,-0.006572873295048862,-0.006812873295048862,0.00023999999999999998
2016-03-01,0.09254123466948053,0.12644394008964727,-0.01695135271008337,5,5,-0.003390270542016674,-0.0036302705420166743,0.00023999999999999998
2016-03-02,0.03870923352319824,0.06167417950965781,-0.011482472993229787,5,5,-0.0022964945986459575,-0.0025364945986459577,0.00023999999999999998
2016-03-03,0.0191709670925837,0.04386569035393943,-0.012347361630677865,5,5,-0.002469472326135573,-0.0027094723261355726,0.00023999999999999998
2016-03-04,-0.0038817895299205984,0.01442267143955609,-0.009152230484738344,5,5,-0.0018304460969476688,-0.0020704460969476687,0.00023999999999999998
2016-03-07,-0.02094609065453401,-0.05386880386517212,0.016461356605319055,5,5,0.003292271321063811,0.0030522713210638115,0.00023999999999999998
2016-03-08,-0.029525873675052217,-0.019015024186562424,-0.0052554247442448965,5,5,-0.0010510849488489793,-0.0012910849488489793,0.00023999999999999998
2016-03-09,-0.003872587743910483,-0.012840185383862534,0.004483798819976025,5,5,0.000896759763995205,0.000656759763995205,0.00023999999999999998
2016-03-10,0.021227479077002,0.039512084621082424,-0.009142302772040213,5,5,-0.0018284605544080425,-0.0020684605544080423,0.00023999999999999998
2016-03-11,0.039189416968799365,-0.028567933188328933,0.03387867507856415,5,5,0.00677573501571283,0.00653573501571283,0.00023999999999999998
2016-03-14,0.05496303602902355,0.027458029482389224,0.013752503273317162,5,5,0.0027505006546634323,0.0025105006546634326,0.00023999999999999998
2016-03-15,0.0433760684526431,0.05711238983305202,-0.006868160690204461,5,5,-0.0013736321380408921,-0.0016136321380408921,0.00023999999999999998
2016-03-16,0.03524322981504269,0.0054261235286770185,0.014908553143182835,5,5,0.002981710628636567,0.002741710628636567,0.00023999999999999998
2016-03-17,0.02623628058152403,-0.06237018041313862,0.04430323049733133,5,5,0.008860646099466265,0.008620646099466264,0.00023999999999999998
2016-03-18,-0.0013296739752331366,-0.05945769185246497,0.029064008938615916,5,5,0.005812801787723183,0.005572801787723183,0.00023999999999999998
2016-03-21,-0.042170307800952586,-0.04342936227142038,0.0006295272352338961,5,5,0.00012590544704677923,-0.00011409455295322075,0.00023999999999999998
2016-03-22,-0.031690555185192856,-0.10691917327852704,0.03761430904666709,5,5,0.0075228618093334185,0.007282861809333419,0.00023999999999999998
2016-03-23,0.007338833172603976,-0.004384415377518036,0.005861624275061006,5,5,0.0011723248550122012,0.0009323248550122012,0.00023999999999999998
2016-03-24,0.029122954658876,0.02818178167919776,0.0004705864898391192,5,5,9.411729796782384e-05,-0.00014588270203217614,0.00023999999999999998
2016-03-25,0.029369977546700586,0.009844169177163997,0.009762904184768294,5,5,0.0019525808369536587,0.0017125808369536587,0.00023999999999999998
2016-03-28,0.028052980693827622,0.04056395893299889,-0.006255489119585634,5,5,-0.0012510978239171269,-0.0014910978239171268,0.00023999999999999998
2016-03-29,0.013890558704858735,-0.02195333756279061,0.017921948133824674,5,5,0.0035843896267649345,0.003344389626764935,0.00023999999999999998
2016-03-30,-0.031706323101761025,-0.013920017562684883,-0.00889315276953807,5,5,-0.001778630553907614,-0.0020186305539076138,0.00023999999999999998
2016-03-31,0.00985762237821699,-0.025818352502870547,0.017837987440543768,5,5,0.0035675974881087535,0.0033275974881087538,0.00023999999999999998
2016-04-01,-0.013870404615769872,0.028184159688611276,-0.021027282152190574,5,5,-0.004205456430438115,-0.004445456430438114,0.00023999999999999998
2016-04-04,0.0031843435322412407,0.055160913304731454,-0.025988284886245105,5,5,-0.0051976569772490214,-0.005437656977249021,0.00023999999999999998
2016-04-05,0.02916380938570424,0.14165190750531886,-0.05624404905980731,5,5,-0.011248809811961462,-0.011488809811961462,0.00023999999999999998
2016-04-06,0.031538556475237824,0.13252248840829234,-0.05049196596652726,5,5,-0.010098393193305452,-0.010338393193305453,0.00023999999999999998
2016-04-07,0.04671996005813299,0.09816800058120964,-0.025724020261538326,5,5,-0.005144804052307665,-0.005384804052307665,0.00023999999999999998
2016-04-08,0.031634026344673806,0.11777807707298922,-0.043072025364157704,5,5,-0.008614405072831541,-0.008854405072831542,0.00023999999999999998
